id,doi,openalex_url,title,publication_date,publication_year,volume,issue,type,source,source_orginization,source_type,citation_count,reference_count,keywords
W4306786778,https://doi.org/10.1007/s10462-022-10299-x,https://openalex.org/W4306786778,Deep multiagent reinforcement learning: challenges and directions,2022-10-19,2022,56,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,48,107,"Reinforcement Learning, Multi-Agent Systems"
W4310225030,https://doi.org/10.1007/s10462-022-10325-y,https://openalex.org/W4310225030,Data clustering: application and trends,2022-11-27,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,71,154,"Clustering, Stream Data Clustering, Document Clustering, Clustering Algorithms, Density-based Clustering, Clustering high-dimensional data, Consensus clustering, Conceptual clustering, Data stream clustering"
W4311273559,https://doi.org/10.1007/s10462-022-10354-7,https://openalex.org/W4311273559,Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,2022-12-13,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,22,58,"Downtime, Machine Learning Interpretability, XAI Concepts, Interpretable Models, Model Interpretability, Visual Explanations, Predictive modelling, Black box, Tree (set theory), Strengths and weaknesses"
W4311375214,https://doi.org/10.1007/s10462-022-10340-z,https://openalex.org/W4311375214,Hybrid Archimedes optimization algorithm enhanced with mutualism scheme for global optimization problems,2022-12-04,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,10,93,"Hybrid Algorithms, Nature-Inspired Algorithms, Optimization Applications, Global Optimization, Multi-Objective Optimization, Premature convergence, Benchmark (surveying), Parallel metaheuristic"
W4311464455,https://doi.org/10.1007/s10462-022-10318-x,https://openalex.org/W4311464455,Evolved distance measures for circular intuitionistic fuzzy sets and their exploitation in the technique for order preference by similarity to ideal solutions,2022-12-15,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,23,39,"Ideal solution, Intuitionistic Fuzzy Sets, Similarity (geometry), Intuitionistic Fuzzy, Fuzzy Sets, Distance measures, Fuzzy Goal Programming, TOPSIS, Minkowski distance, Similarity measure"
W4309937154,https://doi.org/10.1007/s10462-022-10311-4,https://openalex.org/W4309937154,A three-way decision method with tolerance dominance relations in decision information systems,2022-11-25,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,12,53,"Three-Way Decisions, Decision rule, Decision Analysis, Dominance (genetics), Decision Trees, Group Decision Making, GIS-based Decision Analysis, Decision theory, Decision system, Decision model"
W4309198707,https://doi.org/10.1007/s10462-022-10296-0,https://openalex.org/W4309198707,Application of machine learning methods in fault detection and classification of power transmission lines: a survey,2022-11-13,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,47,137,"Power Transmission Lines, Detection, Fault Detection, Extreme learning machine, Machine Learning"
W4309349667,https://doi.org/10.1007/s10462-022-10305-2,https://openalex.org/W4309349667,Image denoising in the deep learning era,2022-11-15,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,27,211,"Image Denoising, Benchmark (surveying), Deep neural networks"
W4311035665,https://doi.org/10.1007/s10462-022-10345-8,https://openalex.org/W4311035665,Preparation process and performance of polyurethane modified bitumen investigated using machine learning algorithm,2022-12-01,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,39,"Shearing (physics), Bitumen Modification, Polymer Modification"
W4311035550,https://doi.org/10.1007/s10462-022-10342-x,https://openalex.org/W4311035550,Generative Adversarial Networks based on optimal transport: a survey,2022-12-01,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,6,69,High-Dimensional Data
W4309582920,https://doi.org/10.1007/s10462-022-10326-x,https://openalex.org/W4309582920,Detecting Persian speaker-independent voice commands based on LSTM and ontology in communicating with the smart home appliances,2022-11-19,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,31,"Home automation, Voice command device, Spoken Dialogue Systems, User Simulation, Speaker Verification, Audio-Visual Speech Recognition"
W4311165753,https://doi.org/10.1007/s10462-022-10346-7,https://openalex.org/W4311165753,Rough sets models inspired by supra-topology structures,2022-12-02,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,42,39,"Probabilistic Rough Sets, Rough Sets, Structural Analysis, Shape Optimization, Representation (politics)"
W4311629995,https://doi.org/10.1007/s10462-022-10329-8,https://openalex.org/W4311629995,Physical laws meet machine intelligence: current developments and future directions,2022-12-05,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,20,196,"Physical law, Materials Informatics, Physical system, Black box"
W4309648563,https://doi.org/10.1007/s10462-022-10328-9,https://openalex.org/W4309648563,A survey on binary metaheuristic algorithms and their engineering applications,2022-11-21,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,44,260,"Benchmark (surveying), Search-based software engineering, Optimization Applications, Metaheuristic Algorithms, Metaheuristics, Sigmoid function, Parallel metaheuristic, Binary code, Implementation"
W4311625992,https://doi.org/10.1007/s10462-022-10349-4,https://openalex.org/W4311625992,DptOIE: a Portuguese open information extraction based on dependency analysis,2022-12-05,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,28,"Web Data Extraction, Information Retrieval, Dependency Parsing, Web Crawling, Formal grammar"
W4310193546,https://doi.org/10.1007/s10462-022-10344-9,https://openalex.org/W4310193546,A consistency and consensus-driven approach for granulating linguistic information in GDM with distributed linguistic preference relations,2022-11-28,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,58,"Group Decision Making, GIS-based Decision Analysis, Probabilistic Learning, MCDM Methods, Structure Learning, Dynamism"
W4312214853,https://doi.org/10.1007/s10462-022-10337-8,https://openalex.org/W4312214853,"A variate brain tumor segmentation, optimization, and recognition framework",2022-12-15,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,17,107,"Hyperparameter, Discriminative model, Image Segmentation, Semantic Segmentation, Object Detection, Brain Tumors"
W4310195170,https://doi.org/10.1007/s10462-022-10333-y,https://openalex.org/W4310195170,RG-NBEO: a ReliefF guided novel binary equilibrium optimizer with opposition-based S-shaped and V-shaped transfer functions for feature selection,2022-11-28,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,5,54,"Feature Selection, Symbolic Regression, Multi-Objective Optimization, Bayesian Optimization, Constraint Handling"
W4308840623,https://doi.org/10.1007/s10462-022-10315-0,https://openalex.org/W4308840623,Conventional and contemporary approaches used in text to speech synthesis: a review,2022-11-13,2022,56,7,review,Artificial Intelligence Review,Springer Science+Business Media,journal,28,132,"Intelligibility (philosophy), Mean opinion score, Speech Enhancement, Audio-Visual Speech Recognition, Acoustic Modeling, End-to-End Speech Recognition, Automatic Speech Recognition"
W4311710860,https://doi.org/10.1007/s10462-022-10330-1,https://openalex.org/W4311710860,A dive in white and grey shades of ML and non-ML literature: a multivocal analysis of mathematical expressions,2022-12-06,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,12,247,"Grey literature, White (mutation), Text Detection, Mathematical Information Retrieval, Handwriting Recognition, Text Indexing, Grey level, Approximate Matching"
W4311954044,https://doi.org/10.1007/s10462-022-10352-9,https://openalex.org/W4311954044,A multi-factor two-stage deep integration model for stock price prediction based on intelligent optimization and feature clustering,2022-12-09,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,11,40,"Stock Market Prediction, Stock (firearms), Short-Term Forecasting, Load Forecasting, Electricity Price Forecasting, Deep Learning"
W4310193754,https://doi.org/10.1007/s10462-022-10336-9,https://openalex.org/W4310193754,Data mining-based firefly algorithm for green vehicle routing problem with heterogeneous fleet and refueling constraint,2022-11-28,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,7,63,"Vehicle Routing Problem, Green Logistics, Economic shortage, Firefly Algorithm, Environmental pollution"
W4308840632,https://doi.org/10.1007/s10462-022-10316-z,https://openalex.org/W4308840632,New constructions of decision evaluation functions in three-way decision spaces based on uninorms,2022-11-13,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,9,70,"Three-Way Decisions, Decision Analysis, Group Decision Making, Complement (music)"
W4311305999,https://doi.org/10.1007/s10462-022-10361-8,https://openalex.org/W4311305999,An approach to prevent weight manipulation by minimum adjustment and maximum entropy method in social network group decision making,2022-12-13,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,12,60,"Group decision-making, Consensus Formation, Cohesion (chemistry), Power index"
W4309867695,https://doi.org/10.1007/s10462-022-10314-1,https://openalex.org/W4309867695,"An introduction to grey causal modelling (GCM): applications to manufacturing, supply chains, resilience, and sustainability",2022-11-23,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,17,45,"Adaptability, Causal chain, Resilience (materials science), Group Decision Making, Identification (biology), Causal analysis, Causal model, Rank (graph theory)"
W4310787317,https://doi.org/10.1007/s10462-022-10332-z,https://openalex.org/W4310787317,Deep learning on multi-view sequential data: a survey,2022-11-29,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,6,190,"Multiple Object Tracking, Visual Tracking, Deep Learning"
W4309925307,https://doi.org/10.1007/s10462-022-10320-3,https://openalex.org/W4309925307,Combining neural computation and genetic programming for observational causality detection and causal modelling,2022-11-23,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,4,44,"Causality (physics), Semantic Genetic Programming, Symbolic Regression, Causal model"
W4312059150,https://doi.org/10.1007/s10462-022-10357-4,https://openalex.org/W4312059150,Fotomics: fourier transform-based omics imagification for deep learning-based cell-identity mapping using single-cell omics profiles,2022-12-09,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,34,"Cellular Imaging, Image Processing, Phenotypic Profiling, Spatial Profiling, Bioimage Analysis, Sample (material)"
W4311599520,https://doi.org/10.1007/s10462-022-10347-6,https://openalex.org/W4311599520,A comprehensive review of task understanding of command-triggered execution of tasks for service robots,2022-12-06,2022,56,7,review,Artificial Intelligence Review,Springer Science+Business Media,journal,1,139,"Human-Robot Collaboration, Safe Human-Robot Interaction, Robot Learning"
W4309822222,https://doi.org/10.1007/s10462-022-10310-5,https://openalex.org/W4309822222,Hardware implementation of SLAM algorithms: a survey on implementation approaches and platforms,2022-11-23,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,7,216,"Localization, Indoor Localization, SLAM, 3D Mapping"
W4309796907,https://doi.org/10.1007/s10462-022-10321-2,https://openalex.org/W4309796907,"A survey of graph neural networks in various learning paradigms: methods, applications, and challenges",2022-11-23,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,35,210,"Signal Processing on Graphs, Graph Neural Networks, Knowledge Graph Embedding, Representation Learning, Deep Learning"
W4311607213,https://doi.org/10.1007/s10462-022-10348-5,https://openalex.org/W4311607213,New challenges in reinforcement learning: a survey of security and privacy,2022-12-06,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,9,65,"Pace, Federated Learning"
W4311031268,https://doi.org/10.1007/s10462-022-10308-z,https://openalex.org/W4311031268,An IoT based smart menstrual cup using optimized adaptive CNN model for effective menstrual hygiene management,2022-11-30,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,4,24,Smart Learning
W4309643846,https://doi.org/10.1007/s10462-022-10334-x,https://openalex.org/W4309643846,A multi-spectral palmprint fuzzy commitment based on deep hashing code with discriminative bit selection,2022-11-21,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,17,47,"Discriminative model, Biometrics, Multimodal Biometrics, Robustness (evolution), Facial Landmark Detection, Feature Learning"
W4311183537,https://doi.org/10.1007/s10462-022-10313-2,https://openalex.org/W4311183537,Arabic natural language processing for Qur’anic research: a systematic review,2022-12-02,2022,56,7,review,Artificial Intelligence Review,Springer Science+Business Media,journal,16,47,"Compendium, Popularity, Word Representation"
W4309928656,https://doi.org/10.1007/s10462-022-10312-3,https://openalex.org/W4309928656,Knowledge representation and reasoning using fuzzy Petri nets: a literature review and bibliometric analysis,2022-11-23,2022,56,7,review,Artificial Intelligence Review,Springer Science+Business Media,journal,17,93,"Representation (politics), Stochastic Petri Nets, Petri Nets, Chen, Network analysis, Citation analysis"
W4310276548,https://doi.org/10.1007/s10462-022-10331-0,https://openalex.org/W4310276548,Boundary of a fuzzy set and its application in GIS: a review,2022-11-27,2022,56,7,review,Artificial Intelligence Review,Springer Science+Business Media,journal,5,68,"Fuzzy Sets, Intuitionistic Fuzzy Sets, Fuzzy Rough Sets, Vagueness"
W4309490745,https://doi.org/10.1007/s10462-022-10306-1,https://openalex.org/W4309490745,Deep learning in drug discovery: an integrative review and future challenges,2022-11-17,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,118,252,"Drug Target Identification, Benchmark (surveying), Drug repositioning"
W4310193697,https://doi.org/10.1007/s10462-022-10339-6,https://openalex.org/W4310193697,A novel prospect-theory-based three-way decision methodology in multi-scale information systems,2022-11-28,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,23,51,"Three-Way Decisions, Group Decision Making, Decision Analysis, GIS-based Decision Analysis, MCDM Methods, Scope (computer science), Value (mathematics)"
W4309782696,https://doi.org/10.1007/s10462-022-10327-w,https://openalex.org/W4309782696,Three-way conflict analysis based on interval-valued Pythagorean fuzzy sets and prospect theory,2022-11-21,2022,56,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,17,52,"Three-Way Decisions, Intuitionistic Fuzzy Sets, Decision Analysis, Interval-Valued Functions, Group Decision Making"
W4313421060,https://doi.org/10.1007/s10462-022-10322-1,https://openalex.org/W4313421060,An innovative time-varying particle swarm-based Salp algorithm for intrusion detection system and large-scale global optimization problems,2022-12-28,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,7,113,"Particle Swarm Optimization, Optimization, Intrusion Detection, Premature convergence, Benchmark (surveying)"
W4312105932,https://doi.org/10.1007/s10462-022-10360-9,https://openalex.org/W4312105932,"Connectivity indices of m-polar fuzzy network model, with an application to a product manufacturing problem",2022-12-21,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,11,36,"Intuitionistic Fuzzy Sets, Social connectedness, Bounding overwatch"
W4312106240,https://doi.org/10.1007/s10462-022-10374-3,https://openalex.org/W4312106240,Weakly-supervised learning method for the recognition of potato leaf diseases,2022-12-21,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,21,26,"Transfer of learning, Plant Disease Detection, Crop Yield Prediction, Smart Farming, Convolution (computer science), Identification (biology)"
W4313276113,https://doi.org/10.1007/s10462-022-10369-0,https://openalex.org/W4313276113,Prediction of the static load test results of bridges based on the dynamic load test and the Kriging model,2022-12-16,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,35,"Load testing, Bridge (graph theory), Bridge Inspection, Structural Damage Detection, Dynamic load testing"
W4312222562,https://doi.org/10.1007/s10462-022-10362-7,https://openalex.org/W4312222562,Huber loss based distributed robust learning algorithm for random vector functional-link network,2022-12-26,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,4,43,"Robustness (evolution), Dimensionality Reduction, Support Vector Machines, Random Hidden Nodes, Ensemble Learning"
W4312208348,https://doi.org/10.1007/s10462-022-10341-y,https://openalex.org/W4312208348,The goat search algorithms,2022-12-27,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,14,55,"Nature-Inspired Algorithms, Benchmark (surveying)"
W4312106615,https://doi.org/10.1007/s10462-022-10375-2,https://openalex.org/W4312106615,"Heterogeneous graph neural networks analysis: a survey of techniques, evaluations and applications",2022-12-21,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,26,88,"Heterogeneous Networks, Network Embedding, Representation Learning, Signal Processing on Graphs, Knowledge Graph Embedding, Graph embedding, Feature learning, Power graph analysis"
W4313388587,https://doi.org/10.1007/s10462-022-10367-2,https://openalex.org/W4313388587,Correction to: Deep learning on multi-view sequential data: a survey,2022-12-18,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,0,"Deep Learning, High-Dimensional Data, Outlier Detection, Video Analysis, Novelty Detection"
W3216755252,https://doi.org/10.1007/s10462-022-10359-2,https://openalex.org/W3216755252,A survey on multi-objective hyperparameter optimization algorithms for machine learning,2022-12-24,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,67,162,"Hyperparameter, Hyperparameter Optimization, Multi-Objective Optimization, Optimization Applications, Global Optimization, Particle Swarm Optimization, Metamodeling"
W4313321714,https://doi.org/10.1007/s10462-022-10350-x,https://openalex.org/W4313321714,Artificial intelligence for template-free protein structure prediction: a comprehensive review,2022-12-17,2022,56,8,review,Artificial Intelligence Review,Springer Science+Business Media,journal,7,285,"Proteins, Support Vector Machines"
W4312106785,https://doi.org/10.1007/s10462-022-10371-6,https://openalex.org/W4312106785,Data quality issues in software fault prediction: a systematic literature review,2022-12-21,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,11,200,"Software Defect Prediction, Software Reliability Modeling, Fault Detection and Correction, Software Maintenance, Multilayer perceptron"
W4312222690,https://doi.org/10.1007/s10462-022-10366-3,https://openalex.org/W4312222690,Comprehensive survey on hierarchical clustering algorithms and the recent developments,2022-12-26,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,67,152,"Hierarchical clustering, Single-linkage clustering, Brown clustering, Consensus clustering, Stream Data Clustering, Document Clustering, Clustering Algorithms, Semi-supervised Clustering, Density-based Clustering, Similarity measure, Complete-linkage clustering, Dendrogram, Similarity (geometry)"
W4312214845,https://doi.org/10.1007/s10462-022-10355-6,https://openalex.org/W4312214845,Autonomous learning for fuzzy systems: a review,2022-12-15,2022,56,8,review,Artificial Intelligence Review,Springer Science+Business Media,journal,22,246,"Interpretability, Fuzzy Logic Systems, Fuzzy Rule-Based Systems, Neuro-Fuzzy Methods, Genetic Fuzzy Systems, Interval Type-2 Fuzzy Logic, Fuzzy cognitive map"
W4312106224,https://doi.org/10.1007/s10462-022-10373-4,https://openalex.org/W4312106224,Predicting the compressive strength of eco-friendly and normal concretes using hybridized fuzzy inference system and particle swarm optimization algorithm,2022-12-21,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,11,43,"Silica fume, Cementitious, Sustainable Concrete, Fiber Reinforced Concrete, Self-Compacting Concrete, Structural Reliability"
W4312106306,https://doi.org/10.1007/s10462-022-10319-w,https://openalex.org/W4312106306,Time series forecasting using fuzzy cognitive maps: a survey,2022-12-21,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,38,181,"Fuzzy cognitive map, Interpretability, Fuzzy Cognitive Maps, Intuitionistic Fuzzy Sets, Fuzzy Sets, Cognitive Computing, Soft computing"
W4312106726,https://doi.org/10.1007/s10462-022-10372-5,https://openalex.org/W4312106726,Nuclei and glands instance segmentation in histology images: a narrative review,2022-12-21,2022,56,8,review,Artificial Intelligence Review,Springer Science+Business Media,journal,12,166,"Digital pathology, Cancer Imaging, Medical Image Analysis, Histopathology Images, Medical Imaging, White Blood Cell Segmentation, Narrative review"
W4313321559,https://doi.org/10.1007/s10462-022-10343-w,https://openalex.org/W4313321559,Greedy opposition-based learning for chimp optimization algorithm,2022-12-17,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,40,87,"Benchmark (surveying), Optimization algorithm, Multi-Objective Optimization, Global Optimization, Ant Colony Optimization, Nature-Inspired Algorithms, Optimization Applications"
W4312208408,https://doi.org/10.1007/s10462-022-10377-0,https://openalex.org/W4312208408,Interpretable decision trees through MaxSAT,2022-12-27,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,5,17,"Interpretability, Maximum satisfiability problem, Machine Learning Interpretability, Interpretable Models, Model Interpretability, Robust Learning, Satisfiability"
W4311362391,https://doi.org/10.1007/s10462-022-10363-6,https://openalex.org/W4311362391,A review of redundancy allocation problem for two decades: bibliometrics and future directions,2022-12-13,2022,56,8,review,Artificial Intelligence Review,Springer Science+Business Media,journal,15,201,"System Reliability, Set cover problem"
W4311464757,https://doi.org/10.1007/s10462-022-10364-5,https://openalex.org/W4311464757,Machine reading comprehension combined with semantic dependency for Chinese zero pronoun resolution,2022-12-15,2022,56,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,20,"Coreference, Treebank, Neural Machine Translation, Machine Translation, Multilingual Neural Machine Translation, Language Modeling, Anaphora (linguistics), Subject pronoun"
W4312222425,https://doi.org/10.1007/s10462-022-10353-8,https://openalex.org/W4312222425,Machine learning and deep learning for blood pressure prediction: a methodological review from multiple perspectives,2022-12-26,2022,56,8,review,Artificial Intelligence Review,Springer Science+Business Media,journal,9,279,"Continuous Blood Pressure Estimation, Hemodynamic Monitoring, Blood Pressure"
W4309889602,https://doi.org/10.1007/s10462-022-10324-z,https://openalex.org/W4309889602,Chaotic electromagnetic field optimization,2022-11-23,2022,56,9,article,Artificial Intelligence Review,Springer Science+Business Media,journal,7,58,"Logistic map, Nature-Inspired Algorithms, Particle Swarm Optimization, Optimization Applications, Benchmark (surveying)"
W4309796916,https://doi.org/10.1007/s10462-022-10309-y,https://openalex.org/W4309796916,A new hyper-heuristic based on ant lion optimizer and Tabu search algorithm for replica management in cloud environment,2022-11-23,2022,56,9,article,Artificial Intelligence Review,Springer Science+Business Media,journal,7,77,"Replication (statistics), Fog Computing, Differential evolution, Swarm intelligence"
W4309913730,https://doi.org/10.1007/s10462-022-10317-y,https://openalex.org/W4309913730,Automatic targetless LiDAR–camera calibration: a survey,2022-11-23,2022,56,9,article,Artificial Intelligence Review,Springer Science+Business Media,journal,23,129,"Non-Line-of-Sight Imaging, Sensor fusion, Feature (linguistics)"
W4322493038,https://doi.org/10.1007/s10462-023-10437-z,https://openalex.org/W4322493038,Zero-day attack detection: a systematic literature review,2023-02-27,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,36,161,"Intrusion Detection, Security Analysis, Zero (linguistics)"
W4323924132,https://doi.org/10.1007/s10462-023-10445-z,https://openalex.org/W4323924132,Time-series dynamic three-way group decision-making model and its application in TCM efficacy evaluation,2023-03-11,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,7,30,"Three-Way Decisions, Clinical decision making"
W4324152529,https://doi.org/10.1007/s10462-023-10432-4,https://openalex.org/W4324152529,Implementing bargaining game-based fuzzy cognitive map and mixed-motive games for group decisions in the healthcare supplier selection,2023-03-14,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,7,87,"Fuzzy Cognitive Maps, Group Decision Making, Supplier Selection, Healthcare Decision Making, Multi-Criteria Analysis"
W4361221423,https://doi.org/10.1007/s10462-023-10469-5,https://openalex.org/W4361221423,Application of deep generative networks for SAR/ISAR: a review,2023-03-28,2023,56,10,review,Artificial Intelligence Review,Springer Science+Business Media,journal,7,117,"Robustness (evolution), Signal Processing"
W4324089017,https://doi.org/10.1007/s10462-023-10407-5,https://openalex.org/W4324089017,Individual heights and phase transition under crowd emergencies: Agent-based modeling from 2 to 3D,2023-03-13,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,66,"Vision, Agent-Based Modeling, Crowd Simulation, Visibility, Crowd Behavior, Agent-based model"
W4360869457,https://doi.org/10.1007/s10462-022-10379-y,https://openalex.org/W4360869457,Cauchy balanced nonnegative matrix factorization,2023-03-24,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,49,"Non-negative Matrix Factorization, Nonnegative Tensor Factorization, Matrix norm, Matrix (chemical analysis)"
W4322739152,https://doi.org/10.1007/s10462-023-10435-1,https://openalex.org/W4322739152,Review and empirical analysis of sparrow search algorithm,2023-03-01,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,76,129,"Swarm intelligence, Particle Swarm Optimization, Nature-Inspired Algorithms, Optimization Applications, Global Optimization, Bees algorithm"
W4323038324,https://doi.org/10.1007/s10462-023-10449-9,https://openalex.org/W4323038324,"Predicting dynamic spectrum allocation: a review covering simulation, modelling, and prediction",2023-03-03,2023,56,10,review,Artificial Intelligence Review,Springer Science+Business Media,journal,3,172,"Spectrum Sharing, Dynamic Spectrum Access, Spectrum Balancing, Spectrum Sensing, Opportunistic Spectrum Access, Broad spectrum"
W4360985351,https://doi.org/10.1007/s10462-023-10441-3,https://openalex.org/W4360985351,Intelligent energy management systems: a review,2023-03-13,2023,56,10,review,Artificial Intelligence Review,Springer Science+Business Media,journal,24,130,"Energy Consumption, Energy Efficiency, Carbon footprint, Building Energy Consumption, Energy Management, Energy Simulation, Consumption (sociology)"
W4323319975,https://doi.org/10.1007/s10462-023-10440-4,https://openalex.org/W4323319975,Direct multi-view spectral clustering with consistent kernelized graph and convolved nonnegative representation,2023-03-06,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,52,"Multiple Object Tracking, Spectral Clustering, Visual Tracking, Foreground Segmentation, Similarity (geometry), Spectral Unmixing, Representation (politics), Graph embedding"
W4365141696,https://doi.org/10.1007/s10462-023-10486-4,https://openalex.org/W4365141696,3D point cloud descriptors: state-of-the-art,2023-04-12,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,9,172,"Discriminative model, Popularity, Point Clouds, Feature (linguistics)"
W4323851652,https://doi.org/10.1007/s10462-023-10427-1,https://openalex.org/W4323851652,Representing interlingual meaning in lexical databases,2023-03-10,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,16,"Lexical diversity, Word Representation, Lexical density, Lexical Database, Language Modeling, Lexical definition, Lexical semantics"
W4327956269,https://doi.org/10.1007/s10462-023-10455-x,https://openalex.org/W4327956269,Ship detection with deep learning: a survey,2023-03-20,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,20,123,"Benchmark (surveying), Object Detection, Interest Point Detectors, Object Recognition, Pedestrian detection"
W4376648259,https://doi.org/10.1007/s10462-023-10462-y,https://openalex.org/W4376648259,Exploring the knowledge diffusion and research front of OWA operator: a main path analysis,2023-05-16,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,10,103,"Operator (biology), Analytic Hierarchy Process, Qualitative analysis, Social network analysis"
W4365139618,https://doi.org/10.1007/s10462-023-10463-x,https://openalex.org/W4365139618,Backtracking search algorithm driven by generalized mean position for numerical and industrial engineering problems,2023-04-12,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,5,67,"Backtracking, Position (finance), Global Optimization, Feature (linguistics)"
W4360985733,https://doi.org/10.1007/s10462-023-10415-5,https://openalex.org/W4360985733,"Trustworthy artificial intelligence in Alzheimer’s disease: state of the art, opportunities, and challenges",2023-03-12,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,21,306,"Responsibility in AI, Robustness (evolution)"
W4323929228,https://doi.org/10.1007/s10462-023-10447-x,https://openalex.org/W4323929228,PC-IEN: a click-through rate prediction method based on dynamic collaborative personalized interest extraction,2023-03-11,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,22,"Click-Through Rate Prediction, Regularization (linguistics), Representation (politics), Activation function, Collaborative Filtering, User Modeling, Edge Caching"
W4323980169,https://doi.org/10.1007/s10462-023-10417-3,https://openalex.org/W4323980169,Federated learning for 6G-enabled secure communication systems: a comprehensive survey,2023-03-12,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,18,191,"Federated Learning, Deep Learning"
W4377098461,https://doi.org/10.1007/s10462-023-10481-9,https://openalex.org/W4377098461,Automatic path planning of unmanned combat aerial vehicle based on double-layer coding method with enhanced grey wolf optimizer,2023-05-19,2023,56,10,article,Artificial Intelligence Review,Springer Science+Business Media,journal,5,68,"Path Planning, Differential evolution, Optimal Motion Planning, Particle Swarm Optimization, Global Optimization, Real-Time Planning, Path length"
